329;03/04/2023;;;;;27.8;;;;;;
293;06/04/2023;;150;;;;;;;;;
293;06/04/2023;;100;;;;;;;;;
297;08/04/2023;;150;;;;;;;;;
280;11/04/2023;;100;;;;;;;;;
289;11/04/2023;;150;;;;;;;;;
289;11/04/2023;;100;;;;;;;;;
289;11/04/2023;;100;;;;;;;;;
280;12/04/2023;;100;;;;;;;;;
280;12/04/2023;;100;;;;;;;;;
297;08/04/2023;;;;;138.4;;;;;;
289;11/04/2023;;;;;11.2;;;;;;
280;12/04/2023;;;;;29.2;;;;;;
289;14/04/2023;;150;;;;;;;;;
289;14/04/2023;;100;;;;;;;;;
289;14/04/2023;;100;;;;;;;;;
334;14/04/2023;;100;;;;;;;;;
334;13/04/2023;;;;;130.4;;;;;;
293;31/03/2023;;;;;10.4;;;;;;
296;05/04/2023;;;;;20;;;;;;
329;06/04/2023;;;;;36.8;;;;;;
289;14/04/2023;;;;;138.4;;;;;;
289;17/04/2023;;;;;97.6;;;;;;
332;18/04/2023;;;;;68.8;;;;;;
280;12/04/2023;;;;;9.6;;;;;;
311;17/04/2023;;;;;3.2;;;;;;
311;18/04/2023;;;;;9.6;;;;;;
311;19/04/2023;;;;;9.6;;;;;;
321;19/04/2023;;;;;20.8;;;;;;
311;20/04/2023;;;;;17.6;;;;;;
293;03/04/2023;;;;;14.4;;;;;;
293;04/04/2023;;;;;17.6;;;;;;
293;05/04/2023;;;;;17.6;;;;;;
293;06/04/2023;;;;;16;;;;;;
289;11/04/2023;;;;;112.8;;;;;;
323;13/04/2023;;;;;16.8;;;;;;
283;14/04/2023;;;;;110.4;;;;;;
290;28/03/2023;;;;;231.2;;;;;;
330;28/04/2023;6;;;;26.4;;;;;;
289;24/04/2023;;150;;;;;;;;;
289;24/04/2023;;100;;;;;;;;;
289;24/04/2023;;100;;;;;;;;;
310;24/04/2023;;100;;;;;;;;;
289;25/04/2023;;150;;;;;;;;;
289;25/04/2023;;100;;;;;;;;;
310;25/04/2023;;100;;;;;;;;;
310;25/04/2023;;100;;;;;;;;;
310;25/04/2023;;100;;;;;;;;;
313;26/04/2023;;150;;;;;;;;;
313;26/04/2023;;100;;;;;;;;;
310;26/04/2023;;100;;;;;;;;;
309;27/04/2023;;150;;;;;;;;;
312;27/04/2023;;100;;;;;;;;;
309;28/04/2023;;150;;;;;;;;;
312;28/04/2023;;100;;;;;;;;;
289;17/04/2023;;150;;;;;;;;;
289;17/04/2023;;100;;;;;;;;;
289;17/04/2023;;100;;;;;;;;;
311;17/04/2023;;100;;;;;;;;;
332;18/04/2023;;150;;;;;;;;;
332;18/04/2023;;100;;;;;;;;;
311;18/04/2023;;100;;;;;;;;;
311;18/04/2023;;100;;;;;;;;;
311;19/04/2023;;100;;;;;;;;;
311;19/04/2023;;100;;;;;;;;;
4;19/04/2023;;150;;;;;;;;;
321;19/04/2023;;150;;;;;;;;;
332;20/04/2023;;150;;;;;;;;;
332;20/04/2023;;100;;;;;;;;;
311;20/04/2023;;100;;;;;;;;;
293;30/03/2023;688;;24;;;;;;;;
293;30/03/2023;688;;74.98;;;;;;;;
293;31/03/2023;688;;54;;;;;;;;
293;10/03/2023;688;;173.95;;;;;;;;
293;31/03/2023;688;;;;;;47;;;;
293;03/04/2023;688;;100.97;;;;;;;;
293;04/04/2023;688;;66;;;;;;;;
293;04/04/2023;688;;71.98;;;;;;;;
293;05/04/2023;688;;72.98;;;;;;;;
293;06/04/2023;688;;72.98;;;;;;;;
296;04/04/2023;688;;64;;;;;;;;
280;11/04/2023;688;;67;;;;;;;;
280;11/04/2023;688;;68.5;;;;;;;;
280;12/04/2023;688;;59.5;;;;;;;;
280;12/04/2023;688;;99;;;;;;;;
289;11/04/2023;688;;;;;;;;;;9.4
289;11/04/2023;688;;;;;;;;;;30
289;11/04/2023;688;;114;;;;;;;;
289;11/04/2023;289;;;;;;35.6;;;;
289;17/04/2023;688;;;;;;;;;;9.4
289;17/04/2023;688;;90.5;;;;;;;;
289;17/04/2023;688;;51.5;;;;;;;;
289;14/04/2023;688;;;;;;;;;;9.4
289;14/04/2023;688;;19.14;;;;;;;;
289;14/04/2023;688;;54;;;;;;;;
289;24/04/2023;688;;;;;;;;;;9.4
289;24/04/2023;688;;85;;;;;;;;
289;24/04/2023;688;;51.5;;;;;;;;
289;25/04/2023;688;;;;;;;;;;9.4
289;25/04/2023;289;;48;;;;;;;;
332;18/04/2023;688;;;;;;;;;;3.4
332;20/04/2023;688;;84;;;;;;;;
4;19/04/2023;688;;19.25;;;;;;;;
313;26/04/2023;688;;39;;;;;;;;
329;06/04/2023;4;;;;21.16;;;;;;
287;26/03/2023;1;;;;82.3;;;;;;
4;22/03/2023;0;;;;2.43;;;;;;
296;23/03/2023;0;;;;4.87;;;;;;
292;24/03/2023;0;;;;4.14;;;;;;
290;25/03/2023;0;;;;80.28;;;;;;
332;20/04/2023;5;;;;63.58;;;;;;
310;24/04/2023;5;;;;4.29;;;;;;
297;08/04/2023;2;;;;63.88;;;;;;
280;10/04/2023;2;;;;11.27;;;;;;
283;24/03/2023;0;;;;90.04;;;;;;
290;25/03/2023;0;;;;162.87;;;;;;
289;17/04/2023;8;;;;58.41;;;;;;
332;18/04/2023;8;;;;41.17;;;;;;
4;19/04/2023;8;;;;3.83;;;;;;
289;14/04/2023;7;;;;67.86;;;;;;
280;11/04/2023;6;;;;35.19;;;;;;
297;08/04/2023;5;;;;93.01;;;;;;
4;31/03/2023;3;;;;7.67;;;;;;
320;03/04/2023;3;;;;6.09;;;;;;
280;12/04/2023;4;;;;22.06;;;;;;
334;13/04/2023;4;;;;40.29;;;;;;
311;17/04/2023;4;;;;21.42;;;;;;
329;09/04/2023;4;;;;19.36;;;;;;
287;26/03/2023;1;;;;100.09;;;;;;
293;30/03/2023;1;;;;12.69;;;;;;
289;11/04/2023;3;;;;5.3;;;;;;
293;23/03/2023;4;;;;;;18.48;;;;
293;31/03/2023;4;;16.5;;;;;;;;
293;03/04/2023;4;;56.5;;;;;;;;
296;04/04/2023;4;;;;;;207.49;;;;
297;08/04/2023;4;;;;;;;;;;4.7
297;08/04/2023;4;;;;;;17.27;;;;
297;08/04/2023;4;;145.3;;;;;;;;
297;08/04/2023;4;;;;;;;;;;4.7
280;11/04/2023;4;;;;;;67.2;;;;
3;12/04/2023;4;;;;;;;;;;4.4
3;12/04/2023;4;;;;;;;;;;4.5
3;12/04/2023;4;;;;;;;;;;4.4
311;18/04/2023;4;;;;;;33.75;;;;
310;18/04/2023;4;;;;;;35.62;;;;
287;26/03/2023;4;;52;;;;;;;;
287;26/03/2023;4;;291;;;;;;;;
296;05/04/2023;4;;58;;;;;;;;
297;08/04/2023;4;;52.4;;;;;;;;
296;05/04/2023;NF159.107;;;;;;657.45;;;;
280;11/04/2023;NF 159.401;;;;;;78.62;;;;
289;12/04/2023;NF 159.483;;;;;;1295.27;;;;
311;17/04/2023;NF 159.877;;;;;;452.45;;;;
311;18/04/2023;NF 159.937;;;;;;472;;;;
289;18/04/2023;NF 159.938;;;;;;187.05;;;;
309;24/04/2023;NF 160.253;;;;;;161.75;;;;
289;24/04/2023;NF 160.254;;;;;;34.71;;;;
310;25/04/2023;NF 160.401;;;;;;109.28;;;;
309;25/04/2023;NF 160.402;;;;;;161.75;;;;
311;24/04/2023;NF 3025414;;;;;;389.96;;;;
310;26/04/2023;NF 160.455;;;;;;147.89;;;;
309;27/04/2023;NF 160.595;;;;;;190.3;;;;
312;27/04/2023;NF 160596;;;;;;392.02;;;;
289;24/04/2023;;150;;;;;;;;;
289;24/04/2023;;100;;;;;;;;;
289;24/04/2023;;100;;;;;;;;;
310;24/04/2023;;100;;;;;;;;;
289;25/04/2023;;150;;;;;;;;;
289;25/04/2023;;100;;;;;;;;;
310;25/04/2023;;100;;;;;;;;;
310;25/04/2023;;100;;;;;;;;;
310;25/04/2023;;100;;;;;;;;;
313;26/04/2023;;150;;;;;;;;;
313;26/04/2023;;100;;;;;;;;;
310;26/04/2023;;100;;;;;;;;;
309;27/04/2023;;150;;;;;;;;;
312;27/04/2023;;100;;;;;;;;;
309;28/04/2023;;150;;;;;;;;;
312;28/04/2023;;100;;;;;;;;;
289;17/04/2023;;150;;;;;;;;;
289;17/04/2023;;100;;;;;;;;;
289;17/04/2023;;100;;;;;;;;;
311;17/04/2023;;100;;;;;;;;;
332;18/04/2023;;;;;;;;;;;
332;18/04/2023;;;;;;;;;;;
311;18/04/2023;;100;;;;;;;;;
311;18/04/2023;;100;;;;;;;;;
311;19/04/2023;;100;;;;;;;;;
311;19/04/2023;;100;;;;;;;;;
4;19/04/2023;;150;;;;;;;;;
321;19/04/2023;;150;;;;;;;;;
332;20/04/2023;;;;;;;;;;;
332;20/04/2023;;;;;;;;;;;
311;20/04/2023;;100;;;;;;;;;
309;02/05/2023;;150;;;;;;;;;
312;02/05/2023;;100;;;;;;;;;
312;02/05/2023;;100;;;;;;;;;
311;02/05/2023;;150;;;;;;;;;
320;02/05/2023;;100;;;;;;;;;
335;26/04/2023;655;;19.97;;;;;;;;
335;26/04/2023;655;;;;35;;;;;;
310;24/04/2023;;;;;7.2;;;;;;
310;25/04/2023;;;;;7.2;;;;;;
310;26/04/2023;;;;;10.8;;;;;;
313;26/04/2023;;;;;10.8;;;;;;
283;14/04/2023;;;;;110.4;;;;;;
289;24/04/2023;;;;;101.6;;;;;;
289;25/04/2023;;;;;100;;;;;;
313;26/04/2023;;;;;16;;;;;;
309;27/04/2023;;;;;20;;;;;;
309;28/04/2023;;;;;24;;;;;;
309;02/05/2023;;;;;16;;;;;;
320;03/05/2023;;;;;16;;;;;;
320;04/05/2023;;;;;15.2;;;;;;
320;05/05/2023;;;;;30.4;;;;;;
312;27/04/2023;;;;;14.4;;;;;;
311;03/05/2023;;;;;6.4;;;;;;
3;09/05/2023;655;;38.7;;;;;;;;
3;09/05/2023;655;;63.14;;;;;;;;
3;09/05/2023;655;;28.5;;;;;;;;
3;09/05/2023;655;;;;209.44;;;;;;
320;03/05/2023;;150;;;;;;;;;
320;03/05/2023;;100;;;;;;;;;
320;04/05/2023;;150;;;;;;;;;
320;04/05/2023;;100;;;;;;;;;
320;05/05/2023;;150;;;;;;;;;
321;05/05/2023;;100;;;;;;;;;
320;08/05/2023;;150;;;;;;;;;
320;08/05/2023;;100;;;;;;;;;
321;08/05/2023;;100;;;;;;;;;
321;09/05/2023;;100;;;;;;;;;
312;09/05/2023;;100;;;;;;;;;
337;09/05/2023;;100;;;;;;;;;
323;09/05/2023;;100;;;;;;;;;
321;10/05/2023;;100;;;;;;;;;
321;12/05/2023;;100;;;;;;;;;
331;11/05/2023;;100;;;;;;;;;
320;08/05/2023;;;;;22.4;;;;;;
335;25/04/2023;;;;;125.6;;;;;;
330;27/04/2023;;;;;16.8;;;;;;
309;02/05/2023;;;;;17.6;;;;;;
280;17/04/2023;;;;;16;;;;;;
311;17/04/2023;;;;;16;;;;;;
309;26/04/2023;;;;;12.8;;;;;;
321;15/05/2023;;100;;;;;;;;;
321;15/05/2023;;100;;;;;;;;;
335;26/04/2023;655;;;;200.64;;;;;;
343;18/05/2023;;100;;;;;;;;;
321;16/05/2023;;100;;;;;;;;;
343;19/05/2023;;100;;;;;;;;;
343;22/05/2023;;100;;;;;;;;;
319;22/05/2023;;100;;;;;;;;;
3;11/05/2023;656;;;;;;;;;;40
4;22/05/2023;656;;;;;;59.3;;;;
343;23/05/2023;;100;;;;;;;;;
319;03/05/2023;;100;;;;;;;;;
319;24/05/2023;;100;;;;;;;;;
312;09/05/2023;;;;;13.2;;;;;;
323;09/05/2023;;;;;13.2;;;;;;
321;17/05/2023;;;;;32;;;;;;
343;19/05/2023;;;;;18.4;;;;;;
321;22/05/2023;;;;;32.4;;;;;;
314;23/05/2023;;;;;11.2;;;;;;
314;24/05/2023;;;;;11.2;;;;;;
343;22/05/2023;;;;;32.4;;;;;;
346;22/05/2023;;;;;35.2;;;;;;
349;23/05/2023;;;;;32;;;;;;
319;26/05/2023;;100;;;;;;;;;
343;29/05/2023;;100;;;;;;;;;
319;25/05/2023;;100;;;;;;;;;
319;25/05/2023;;100;;;;;;;;;
314;30/05/2023;;100;;;;;;;;;
314;30/05/2023;;100;;;;;;;;;
313;31/05/2023;;150;;;;;;;;;
313;31/05/2023;;100;;;;;;;;;
321;29/05/2023;;;;;10.4;;;;;;
320;31/05/2023;;;;;24.8;;;;;;
320;02/05/2023;5;;22;;;;;;;;
320;03/05/2023;5;;22.5;;;;;;;;
320;03/05/2023;5;;92;;;;;;;;
320;04/05/2023;5;;22.5;;;;;;;;
320;04/05/2023;5;;56;;;;;;;;
320;04/05/2023;5;;;;;;62.1;;;;
323;03/05/2023;5;;28.64;;;;;;;;
323;04/05/2023;5;;32;;;;;;;;
312;28/04/2023;5;;40;;;;;;;;
312;28/04/2023;5;;124;;;;;;;;
312;02/05/2023;5;;;;;;22.9;;;;
313;26/04/2023;5;;110;;;;;;;;
332;18/04/2023;5;;;;;;;;;;
293;28/04/2023;5;;;;;;30;;;;
309;07/04/2023;5;;53.5;;;;;;;;
309;27/04/2023;5;;101;;;;;;;;
309;02/05/2023;5;;55;;;;;;;;
309;02/05/2023;5;;123;;;;;;;;
311;18/04/2023;5;;55.5;;;;;;;;
311;18/04/2023;5;;60;;;;;;;;
311;18/04/2023;5;;108;;;;;;;;
311;09/04/2023;5;;46.5;;;;;;;;
311;19/04/2023;5;;126;;;;;;;;
311;19/04/2023;5;;;;;;25;;;;
311;20/04/2023;5;;52.5;;;;;;;;
311;20/04/2023;5;;86;;;;;;;;
310;24/04/2023;5;;58;;;;;;;;
310;25/04/2023;5;;68;;;;;;;;
310;25/04/2023;5;;116;;;;;;;;
310;26/04/2023;5;;21;;;;;;;;
310;26/04/2023;5;;64;;;;;;;;
343;03/05/2023;NF 1550486;;;;;;1513.38;;;;
321;12/05/2023;NF 161.616;;;;;;1586.05;;;;
331;15/05/2023;NF 161.771;;;;;;41.79;;;;
321;17/05/2023;NF 161.78;;;;;;255.51;;;;
343;17/05/2023;NF 161.979;;;;;;1200.79;;;;
343;18/05/2023;NF 162.045;;;;;;459.74;;;;
343;19/05/2023;NF 162.143;;;;;;173.82;;;;
321;02/05/2023;NF 008.422;;;;;;1096;;;;
314;22/05/2023;NF 008.422;;;;;;1096;;;;
343;23/05/2023;NF 162.376;;;;;;86.08;;;;
319;23/05/2023;NF 162.424;;;;;;131.41;;;;
314;24/05/2023;NF 162.519;;;;;;1263.07;;;;
319;24/05/2023;NF 162.520;;;;;;59.37;;;;
343;29/05/2023;NF 162.786;;;;;;96.39;;;;
314;29/05/2023;NF 162.787;;;;;;347.93;;;;
331;30/05/2023;NF 24.048;;;;;;162.41;;;;
343;06/06/2023;;;;;;;;;;;700
330;02/06/2023;;100;;;;;;;;;
336;03/06/2023;;150;;;;;;;;;
330;05/06/2023;;100;;;;;;;;;
323;07/06/2023;1;;;;20.8;;;;;;
330;06/06/2023;;100;;;;;;;;;
313;06/06/2023;;150;;;;;;;;;
313;06/06/2023;;100;;;;;;;;;
322;07/06/2023;;100;;;;;;;;;
330;07/06/2023;;100;;;;;;;;;
313;07/06/2023;;150;;;;;;;;;
313;07/06/2023;;100;;;;;;;;;
322;12/06/2023;;100;;;;;;;;;
330;12/06/2023;;100;;;;;;;;;
322;13/06/2023;;100;;;;;;;;;
330;13/06/2023;;100;;;;;;;;;
297;28/05/2023;9;;;;;;23.9;;;;
297;28/05/2023;9;;32.6;;;;;;;;
351;04/05/2023;10;;;;;;;;;;9.69
351;07/05/2023;10;;;;;;;;;;6.41
297;28/05/2023;10;;;;;;;;;;9.4
331;14/06/2023;11;;;;33.6;;;;;;
351;04/05/2023;11;;;;39.2;;;;;;
352;06/05/2023;11;;;;56;;;;;;
351;07/05/2023;11;;;;35.2;;;;;;
348;23/05/2023;11;;;;149.6;;;;;;
297;28/05/2023;11;;;;121.6;;;;;;
321;05/05/2023;6;;21;;;;;;;;
321;08/05/2023;6;;34.8;;;;;;;;
321;08/05/2023;6;;69.4;;;;;;;;
321;08/05/2023;6;;;;;;24.7;;;;
321;09/05/2023;6;;30;;;;;;;;
321;09/05/2023;6;;65.80;;;;;;;;
321;09/05/2023;6;;;;;;21.85;;;;
321;10/05/2023;6;;17.5;;;;;;;;
321;10/05/2023;6;;54.6;;;;;;;;
321;11/05/2023;6;;28;;;;;;;;
321;11/05/2023;6;;63.8;;;;;;;;
321;12/05/2023;6;;34.9;;;;;;;;
321;12/05/2023;6;;82.7;;;;;;;;
321;15/05/2023;6;;54;;;;;;;;
321;15/05/2023;6;;161.5;;;;;;;;
321;16/05/2023;6;;40;;;;;;;;
321;21/06/2023;6;;87.7;;;;;;;;
321;17/05/2023;6;;24.8;;;;;;;;
321;17/05/2023;6;;46.9;;;;;;;;
321;18/05/2023;6;;26;;;;;;;;
320;05/05/2023;6;;37;;;;;;;;
320;08/05/2023;6;;22.5;;;;;;;;
320;08/05/2023;6;;48;;;;;;;;
337;07/05/2023;6;;27.05;;;;;;;;
337;11/05/2023;6;;32.9;;;;;;;;
343;18/05/2023;6;;22;;;;;;;;
343;18/05/2023;6;;63.94;;;;;;;;
323;12/05/2023;6;;30.41;;;;;;;;
322;19/06/2023;;100;;;;;;;;;
330;19/06/2023;;100;;;;;;;;;
314;19/06/2023;;100;;;;;;;;;
343;09/06/2023;;100;;;;;;;;;
322;20/06/2023;;100;;;;;;;;;
330;20/06/2023;;100;;;;;;;;;
343;18/05/2023;;;;;11.2;;;;;;
343;19/05/2023;;;;;22.4;;;;;;
343;22/05/2023;;;;;11.2;;;;;;
344;23/05/2023;;;;;11.2;;;;;;
343;29/05/2023;;;;;22.4;;;;;;
320;30/05/2023;;;;;8.8;;;;;;
320;31/05/2023;;;;;8.80;;;;;;
343;03/06/2023;;;;;11.2;;;;;;
330;02/06/2023;;;;;19.2;;;;;;
330;05/06/2023;;;;;19.2;;;;;;
330;06/06/2023;;;;;19.2;;;;;;
330;07/06/2023;;;;;19.2;;;;;;
330;12/06/2023;;;;;19.2;;;;;;
330;13/06/2023;;;;;12.8;;;;;;
330;15/06/2023;;;;;20.8;;;;;;
320;16/06/2023;;;;;12.8;;;;;;
330;19/06/2023;;;;;19.2;;;;;;
330;21/06/2023;;;;;56;;;;;;
348;25/06/2023;11;;175;;;;;;;;
365;21/06/2023;;100;;;;;;;;;
322;21/06/2023;;100;;;;;;;;;
330;21/06/2023;;100;;;;;;;;;
365;22/06/2023;;100;;;;;;;;;
365;22/06/2023;;100;;;;;;;;;
322;22/06/2023;;100;;;;;;;;;
330;23/06/2023;;100;;;;;;;;;
330;23/06/2023;;100;;;;;;;;;
330;23/06/2023;;100;;;;;;;;;
348;25/06/2023;;100;;;;;;;;;
348;25/06/2023;;;;;152;;;;;;
330;26/06/2023;;100;;;;;;;;;
330;26/06/2023;;100;;;;;;;;;
322;06/06/2023;;100;;;;;;;;;
330;27/06/2023;;100;;;;;;;;;
330;27/06/2023;;100;;;;;;;;;
322;27/06/2023;;100;;;;;;;;;
330;23/06/2023;2;;;;19.2;;;;;;
330;26/06/2023;2;;;;19.2;;;;;;
330;27/06/2023;2;;;;19.2;;;;;;
330;28/06/2023;2;;;;19.2;;;;;;
330;29/06/2023;2;;;;19.2;;;;;;
364;01/07/2023;660;;46;;;;;;;;
364;01/07/2023;660;;;;;;40;;;;
364;01/07/2023;660;;375.22;;;;;;;;
364;01/07/2023;660;;;;;;76;;;;
364;01/07/2023;;;;;80;;;;;;
330;28/06/2023;;100;;;;;;;;;
330;28/06/2023;;100;;;;;;;;;
322;28/06/2023;;100;;;;;;;;;
330;29/06/2023;;100;;;;;;;;;
330;29/06/2023;;100;;;;;;;;;
344;29/06/2023;;100;;;;;;;;;
330;30/06/2023;;100;;;;;;;;;
330;30/06/2023;;100;;;;;;;;;
344;30/06/2023;;100;;;;;;;;;
322;01/07/2023;;100;;;;;;;;;
336;01/07/2023;;150;;;;;;;;;
330;30/06/2023;;;;;24;;;;;;
346;04/07/2023;;;;;62.4;;;;;;
321;05/06/2023;NF 8540;;;;;;245.3;;;;
321;12/06/2023;NF 3081016;;;;;;286.47;;;;
322;26/06/2023;NF 164.822;;;;;;1340.45;;;;
322;27/06/2023;NF 164.921;;;;;;340.38;;;;
322;28/06/2023;NF 164.977;;;;;;79.31;;;;
344;29/06/2023;NF 165.102;;;;;;555.73;;;;
321;05/07/2023;;;;;14.4;;;;;;
322;06/07/2023;;;;;59.2;;;;;;
329;03/07/2023;;100;;;;;;;;;
329;04/07/2023;;100;;;;;;;;;
346;04/07/2023;;100;;;;;;;;;
329;05/07/2023;;100;;;;;;;;;
322;06/07/2023;;100;;;;;;;;;
356;20/06/2023;658;;46;;;;;;;;
364;01/07/2023;;;;;30.4;;;;;;
356;20/06/2023;658;;;977;;;;;;;
356;19/06/2023;658;;;;384.18;;;;;;
356;19/06/2023;658;;;;;;;;;;59.26
371;10/07/2023;;100;;;;;;;;;
382;11/07/2023;;100;;;;;;;;;
382;12/07/2023;;100;;;;;;;;;
378;12/07/2023;;100;;;;;;;;;
293;03/02/2023;;100;;;;;;;;;
293;23/03/2023;;100;;;;;;;;;
293;05/04/2023;;100;;;;;;;;;
289;11/04/2023;;100;;;;;;;;;
321;11/05/2023;;100;;;;;;;;;
321;12/05/2023;;100;;;;;;;;;
321;15/05/2023;;100;;;;;;;;;
321;18/05/2023;;100;;;;;;;;;
330;18/05/2023;;100;;;;;;;;;
321;16/05/2023;;100;;;;;;;;;
321;17/05/2023;;100;;;;;;;;;
321;19/05/2023;;100;;;;;;;;;
321;22/05/2023;;100;;;;;;;;;
314;23/05/2023;;100;;;;;;;;;
314;24/05/2023;;100;;;;;;;;;
314;25/05/2023;;100;;;;;;;;;
314;26/05/2023;;100;;;;;;;;;
314;29/05/2023;;100;;;;;;;;;
314;30/05/2023;;100;;;;;;;;;
356;19/06/2023;658;;;;597.64;;;;;;
309;27/04/2023;;100;;;;;;;;;
309;28/04/2023;;100;;;;;;;;;
309;02/05/2023;;100;;;;;;;;;
320;05/05/2023;;100;;;;;;;;;
312;09/05/2023;;50;;;;;;;;;
337;09/05/2023;;50;;;;;;;;;
323;09/05/2023;;100;;;;;;;;;
323;10/05/2023;;100;;;;;;;;;
337;11/05/2023;;100;;;;;;;;;
329;12/05/2023;;50;;;;;;;;;
331;12/05/2023;;50;;;;;;;;;
321;15/05/2023;;100;;;;;;;;;
343;18/05/2023;;100;;;;;;;;;
343;16/05/2023;;100;;;;;;;;;
343;17/05/2023;;100;;;;;;;;;
343;22/05/2023;;100;;;;;;;;;
343;23/05/2023;;100;;;;;;;;;
319;25/05/2023;;100;;;;;;;;;
319;25/05/2023;;100;;;;;;;;;
319;26/05/2023;;100;;;;;;;;;
319;26/05/2023;;100;;;;;;;;;
343;29/05/2023;;100;;;;;;;;;
320;30/05/2023;;100;;;;;;;;;
309;31/05/2023;;100;;;;;;;;;
320;01/06/2023;;100;;;;;;;;;
330;02/06/2023;;100;;;;;;;;;
330;05/06/2023;;100;;;;;;;;;
322;06/06/2023;;100;;;;;;;;;
330;06/06/2023;;100;;;;;;;;;
313;06/06/2023;;100;;;;;;;;;
330;07/06/2023;;100;;;;;;;;;
313;07/06/2023;;100;;;;;;;;;
343;03/06/2023;;100;;;;;;;;;
330;12/06/2023;;100;;;;;;;;;
350;15/06/2023;;50;;;;;;;;;
330;15/06/2023;;50;;;;;;;;;
320;16/06/2023;;100;;;;;;;;;
330;19/06/2023;;100;;;;;;;;;
322;20/06/2023;;100;;;;;;;;;
322;20/06/2023;;100;;;;;;;;;
330;20/06/2023;;100;;;;;;;;;
322;21/06/2023;;100;;;;;;;;;
322;21/06/2023;;100;;;;;;;;;
330;21/06/2023;;100;;;;;;;;;
366;21/06/2023;;100;;;;;;;;;
365;22/06/2023;;100;;;;;;;;;
322;22/06/2023;;100;;;;;;;;;
322;22/06/2023;;100;;;;;;;;;
